ICAO Code,Latitude,Longitude,City
LAHO,45.838,-164.0013,Lahore
ISLA,-67.3623,3.0619,Islamabad
SUKK,2.509,-72.9149,Sukkur
QUET,5.8909,78.468,Quetta
GWAD,-13.546,-77.648,Gwadar
ISLA,-89.1159,-152.196,Islamabad
LAHO,-39.3139,-101.1522,Lahore
KARA,-4.698,-52.7802,Karachi
LAHO,86.9971,-44.3562,Lahore
PESH,-6.1743,27.5475,Peshawar
QUET,-32.5939,-8.9929,Quetta
ISLA,13.0604,-36.3358,Islamabad
FAIS,-13.3833,141.4663,Faisalabad
RAWA,25.3242,-45.2046,Rawalpindi
RAWA,44.4409,-99.8453,Rawalpindi
SIAL,72.313,-23.2054,Sialkot
ISLA,62.381,26.4524,Islamabad
KARA,4.6738,-26.0703,Karachi
MULT,55.3143,100.2141,Multan
LAHO,-53.2015,-61.3519,Lahore
MULT,13.6117,-81.9465,Multan
SUKK,72.7628,-58.0415,Sukkur
RAWA,37.5413,137.3444,Rawalpindi
MULT,40.522,12.7945,Multan
GUJR,-80.1831,-32.9267,Gujranwala
FAIS,53.268,104.0358,Faisalabad
KARA,-18.243,-159.3061,Karachi
ISLA,21.1589,-138.5309,Islamabad
GWAD,54.5648,-134.7015,Gwadar
SUKK,84.1919,133.3145,Sukkur
KARA,71.755,-176.1771,Karachi
QUET,-57.4407,92.6578,Quetta
RAWA,-19.5275,-115.1801,Rawalpindi
MULT,13.0331,33.4278,Multan
GUJR,70.0842,22.9464,Gujranwala
RAWA,74.323,-137.4692,Rawalpindi
SUKK,-8.1938,39.1293,Sukkur
RAWA,-49.7959,-7.3035,Rawalpindi
ISLA,-51.9916,-132.5941,Islamabad
PESH,-46.414,-159.4792,Peshawar
FAIS,7.5016,-16.6071,Faisalabad
PESH,-4.7612,-1.9611,Peshawar
SIAL,-82.9761,-125.3812,Sialkot
GWAD,-72.832,-42.9733,Gwadar
SUKK,-51.0252,151.7911,Sukkur
SUKK,9.1169,-86.9564,Sukkur
RAWA,22.1254,170.7656,Rawalpindi
QUET,57.8218,42.4357,Quetta
MULT,2.0916,138.0916,Multan
PESH,14.6408,47.4755,Peshawar
MULT,37.4856,155.3979,Multan
QUET,56.9912,-8.6446,Quetta
RAWA,65.8452,-24.3052,Rawalpindi
KARA,32.6931,-122.1323,Karachi
FAIS,-63.5747,-26.6621,Faisalabad
RAWA,87.3162,116.8447,Rawalpindi
GWAD,-10.2089,87.8322,Gwadar
MULT,-69.0472,36.7757,Multan
FAIS,24.9415,36.5357,Faisalabad
KARA,-41.9673,-61.9838,Karachi
QUET,84.1584,154.8625,Quetta
SIAL,-72.0156,-43.0692,Sialkot
SIAL,-75.7832,-88.5983,Sialkot
QUET,-14.7466,-41.8759,Quetta
GUJR,63.9715,125.0041,Gujranwala
PESH,-7.5241,-30.9281,Peshawar
GWAD,74.3491,-153.6573,Gwadar
LAHO,-84.2566,-18.2176,Lahore
GWAD,-82.3356,-5.0706,Gwadar
SIAL,-12.3387,-152.3692,Sialkot
RAWA,-51.0291,52.9323,Rawalpindi
QUET,-78.232,52.4096,Quetta
MULT,5.0932,-68.7293,Multan
MULT,77.5967,153.5455,Multan
SIAL,-64.9781,65.9474,Sialkot
ISLA,33.7535,-58.6786,Islamabad
SUKK,73.2034,3.5067,Sukkur
QUET,25.1283,0.7522,Quetta
LAHO,49.6013,76.1792,Lahore
RAWA,-51.6543,100.8193,Rawalpindi
PESH,3.8251,-58.4364,Peshawar
SIAL,6.074,-101.0107,Sialkot
SUKK,-69.2638,171.9148,Sukkur
PESH,81.7346,85.5362,Peshawar
QUET,-29.5486,129.9376,Quetta
SIAL,35.5934,34.9115,Sialkot
PESH,-66.2668,-132.3385,Peshawar
GWAD,35.3621,-31.5315,Gwadar
RAWA,1.5553,-149.9817,Rawalpindi
FAIS,82.9183,134.5078,Faisalabad
GWAD,86.8163,26.0313,Gwadar
SUKK,-39.483,-167.6791,Sukkur
ISLA,10.3113,91.8136,Islamabad
KARA,-87.7349,-38.8676,Karachi
KARA,-7.1329,57.6308,Karachi
LAHO,82.0853,165.332,Lahore
FAIS,-79.6611,-22.3166,Faisalabad
MULT,43.4643,-100.4735,Multan
MULT,-78.732,-75.3911,Multan
QUET,73.1652,-171.5582,Quetta
QUET,-38.7211,-137.97,Quetta
PESH,-48.6638,27.8978,Peshawar
PESH,33.6825,-148.0087,Peshawar
QUET,82.2695,-0.6348,Quetta
GWAD,60.5165,-58.491,Gwadar
PESH,-79.9014,-53.2056,Peshawar
SIAL,-0.9103,74.8303,Sialkot
ISLA,-11.8254,-9.2611,Islamabad
GUJR,-78.1101,-145.0175,Gujranwala
KARA,18.6357,-70.2714,Karachi
QUET,-15.565,108.7379,Quetta
GWAD,82.1,126.3357,Gwadar
LAHO,33.7693,-27.6518,Lahore
ISLA,47.1396,21.7029,Islamabad
KARA,-68.9968,152.9996,Karachi
QUET,26.3703,-39.5906,Quetta
MULT,27.7808,-102.6065,Multan
GWAD,65.0129,-72.197,Gwadar
ISLA,40.888,-31.8591,Islamabad
SUKK,-52.1,-108.0352,Sukkur
ISLA,84.8446,-175.4284,Islamabad
GWAD,-31.8502,-124.1206,Gwadar
PESH,84.7743,115.0171,Peshawar
SIAL,25.7215,117.5492,Sialkot
SIAL,-6.0582,17.4388,Sialkot
RAWA,9.1715,15.6167,Rawalpindi
FAIS,-26.9964,128.9906,Faisalabad
KARA,83.0679,106.6039,Karachi
SIAL,22.8704,-89.7619,Sialkot
SUKK,16.8538,-149.9493,Sukkur
RAWA,-20.2101,-131.0582,Rawalpindi
KARA,-76.3788,93.1447,Karachi
GUJR,-13.5306,-104.3146,Gujranwala
KARA,16.5658,114.0015,Karachi
RAWA,87.7798,-49.4565,Rawalpindi
LAHO,-80.3041,-78.7976,Lahore
KARA,89.3747,-28.8794,Karachi
PESH,-83.2926,51.4086,Peshawar
KARA,78.6542,-107.167,Karachi
KARA,27.2556,36.428,Karachi
ISLA,-38.2481,-155.8522,Islamabad
FAIS,53.8946,137.3243,Faisalabad
ISLA,72.5118,-57.6255,Islamabad
PESH,35.0503,-10.1961,Peshawar
SIAL,66.4037,93.9912,Sialkot
PESH,-74.1311,-120.8832,Peshawar
PESH,-31.7625,85.0357,Peshawar
LAHO,-43.8138,-61.5743,Lahore
KARA,24.8567,78.2411,Karachi
KARA,-46.3642,100.3208,Karachi
QUET,49.6589,157.1171,Quetta
MULT,26.1189,67.3166,Multan
PESH,53.8777,-175.883,Peshawar
QUET,39.6301,114.9523,Quetta
QUET,49.3748,-34.617,Quetta
PESH,-11.048,-98.8922,Peshawar
MULT,-59.1949,-16.5366,Multan
RAWA,77.3487,-15.1912,Rawalpindi
KARA,-82.6331,150.0657,Karachi
KARA,71.7387,-9.2518,Karachi
QUET,63.7796,22.0851,Quetta
LAHO,-38.0596,176.081,Lahore
FAIS,-28.663,167.462,Faisalabad
SUKK,-79.1116,-165.0998,Sukkur
RAWA,60.6886,79.4456,Rawalpindi
SIAL,-19.145,-70.8175,Sialkot
GUJR,8.4144,158.4779,Gujranwala
LAHO,-46.5171,-59.3178,Lahore
FAIS,47.8151,169.8434,Faisalabad
MULT,37.2998,-46.7468,Multan
QUET,1.5156,-141.1207,Quetta
MULT,-64.0326,-110.8131,Multan
MULT,83.3607,111.4139,Multan
KARA,-15.4077,46.6828,Karachi
MULT,-47.9267,-68.6723,Multan
RAWA,-5.1965,-78.2056,Rawalpindi
RAWA,-47.6647,82.0114,Rawalpindi
RAWA,13.1441,149.0821,Rawalpindi
FAIS,81.4947,118.0497,Faisalabad
SUKK,8.0743,127.4344,Sukkur
FAIS,-76.5168,4.8159,Faisalabad
SUKK,-76.9961,-72.3548,Sukkur
FAIS,-60.0768,97.9159,Faisalabad
QUET,-72.3535,-109.9151,Quetta
SUKK,-19.0753,126.1352,Sukkur
SIAL,20.3014,-85.2875,Sialkot
KARA,-72.1272,-75.3574,Karachi
QUET,25.8223,160.4205,Quetta
KARA,2.0212,-37.3725,Karachi
FAIS,70.7424,53.4036,Faisalabad
KARA,-18.3395,-22.1733,Karachi
QUET,-26.1171,-113.6283,Quetta
PESH,-66.609,-114.6051,Peshawar
QUET,-39.8827,111.0554,Quetta
GWAD,-82.9072,25.8291,Gwadar
GWAD,-12.7635,36.7869,Gwadar
QUET,-24.0922,84.418,Quetta
SUKK,24.3091,-128.2254,Sukkur
PESH,-5.6453,123.3823,Peshawar
MULT,30.7874,24.6954,Multan
SIAL,76.4884,-167.1608,Sialkot
GWAD,-0.4696,105.785,Gwadar
FAIS,-78.3064,-97.8489,Faisalabad
RAWA,54.0564,-6.3951,Rawalpindi
QUET,37.4959,150.2824,Quetta
KARA,2.5806,68.0984,Karachi
MULT,-44.454,99.0116,Multan
KARA,54.6539,57.5317,Karachi
SUKK,55.3917,44.7475,Sukkur
MULT,-2.1571,13.2311,Multan
SUKK,74.8224,155.4359,Sukkur
GWAD,-53.4676,148.5231,Gwadar
RAWA,-51.916,-163.5004,Rawalpindi
LAHO,-37.0614,51.7154,Lahore
KARA,-76.9582,-79.7596,Karachi
ISLA,83.5528,141.55,Islamabad
ISLA,-49.2557,61.0978,Islamabad
FAIS,-11.6826,114.1076,Faisalabad
LAHO,-60.4943,-33.0289,Lahore
LAHO,-44.1701,-170.3267,Lahore
KARA,-39.4166,-174.0499,Karachi
FAIS,56.697,-159.6559,Faisalabad
ISLA,18.3354,41.9149,Islamabad
MULT,41.8959,-72.3723,Multan
ISLA,28.2062,-13.4166,Islamabad
MULT,-36.9573,132.8041,Multan
LAHO,77.9285,111.9642,Lahore
GWAD,-63.3427,-1.0155,Gwadar
PESH,-52.2789,91.0912,Peshawar
KARA,17.6333,-37.4876,Karachi
QUET,-55.9743,-99.0896,Quetta
GWAD,-84.3204,44.1758,Gwadar
ISLA,85.6324,28.1406,Islamabad
GWAD,64.925,121.9549,Gwadar
PESH,80.4361,9.5609,Peshawar
FAIS,41.688,59.5807,Faisalabad
SUKK,65.9302,50.5713,Sukkur
PESH,-78.8286,-85.8248,Peshawar
MULT,24.9928,81.891,Multan
PESH,-48.4304,31.4987,Peshawar
SIAL,19.2001,-80.9635,Sialkot
QUET,-84.2447,-64.7305,Quetta
MULT,-42.6008,-3.3943,Multan
PESH,-63.326,145.6905,Peshawar
LAHO,37.1152,32.3455,Lahore
RAWA,52.714,97.8279,Rawalpindi
FAIS,53.5205,-72.2333,Faisalabad
LAHO,49.9627,171.4261,Lahore
KARA,-33.1404,-59.584,Karachi
SUKK,88.4387,-175.1127,Sukkur
SUKK,-26.8221,98.5635,Sukkur
KARA,63.3351,78.9305,Karachi
RAWA,-0.8074,56.6809,Rawalpindi
ISLA,-67.0114,36.2049,Islamabad
RAWA,57.764,-163.5581,Rawalpindi
LAHO,21.8939,109.8976,Lahore
ISLA,-83.6172,100.3586,Islamabad
FAIS,36.0798,118.193,Faisalabad
ISLA,31.3448,-141.9149,Islamabad
MULT,-17.174,-153.5343,Multan
KARA,56.0736,130.8414,Karachi
SUKK,73.2604,-157.1899,Sukkur
SIAL,-60.6617,-161.1819,Sialkot
MULT,-3.2822,5.6827,Multan
GUJR,28.3441,173.4829,Gujranwala
MULT,-78.4993,133.4895,Multan
SIAL,-32.3806,-121.0605,Sialkot
KARA,-2.3462,-16.9798,Karachi
PESH,-86.1472,-88.6297,Peshawar
ISLA,-51.348,74.3046,Islamabad
MULT,-89.9911,165.8293,Multan
SIAL,59.1645,73.9873,Sialkot
RAWA,-84.1049,121.788,Rawalpindi
MULT,58.5364,129.1412,Multan
KARA,-63.2802,99.1185,Karachi
RAWA,0.1818,80.2894,Rawalpindi
LAHO,31.3081,75.9276,Lahore
SIAL,6.447,11.9159,Sialkot
RAWA,18.0293,164.0269,Rawalpindi
KARA,-57.6145,175.5418,Karachi
PESH,49.7136,-26.5337,Peshawar
GWAD,73.9805,-140.3791,Gwadar
RAWA,-87.8736,118.1114,Rawalpindi
LAHO,2.6855,-83.8617,Lahore
SUKK,73.2865,162.7293,Sukkur
FAIS,-12.2318,162.873,Faisalabad
MULT,67.1444,-173.0221,Multan
GUJR,-15.1773,-35.7794,Gujranwala
SIAL,68.0254,137.0968,Sialkot
FAIS,-48.2758,-88.4759,Faisalabad
SUKK,-85.6618,-141.3621,Sukkur
GUJR,-83.4311,178.6772,Gujranwala
FAIS,84.7836,65.8447,Faisalabad
QUET,47.839,15.4422,Quetta
SUKK,85.0599,138.3724,Sukkur
FAIS,65.9348,153.0108,Faisalabad
MULT,11.6241,159.1057,Multan
FAIS,60.8587,-28.1064,Faisalabad
PESH,-4.8506,-70.3756,Peshawar
MULT,-87.148,172.3725,Multan
GWAD,65.1208,72.3917,Gwadar
GWAD,18.0168,11.4214,Gwadar
GWAD,-81.0861,-83.5774,Gwadar
GUJR,24.175,-52.1509,Gujranwala
PESH,72.8589,-35.3262,Peshawar
LAHO,-27.3688,-82.5917,Lahore
LAHO,-31.661,14.454,Lahore
FAIS,34.3785,-114.6349,Faisalabad
MULT,80.4954,-168.9778,Multan
QUET,13.2867,96.5997,Quetta
QUET,53.4599,-159.3258,Quetta
GWAD,-58.9178,33.9007,Gwadar
FAIS,-13.7282,-124.9926,Faisalabad
KARA,71.7893,-93.8519,Karachi
MULT,29.8841,140.1515,Multan
PESH,89.655,130.3161,Peshawar
LAHO,-77.298,-93.9015,Lahore
PESH,-16.2616,-171.6949,Peshawar
GUJR,47.6998,-45.3357,Gujranwala
GUJR,26.9468,144.1608,Gujranwala
MULT,-54.4527,-78.4831,Multan
RAWA,-41.8503,103.8486,Rawalpindi
MULT,-69.4056,-70.1701,Multan
QUET,21.3401,-55.5435,Quetta
SUKK,-82.7544,-19.3152,Sukkur
PESH,9.5859,163.7969,Peshawar
KARA,-66.2353,56.0839,Karachi
LAHO,-43.8089,-100.5385,Lahore
SIAL,26.3992,116.0132,Sialkot
MULT,-88.573,83.9059,Multan
GWAD,1.6641,-35.1661,Gwadar
MULT,-16.7441,-45.2159,Multan
GUJR,84.5877,23.7989,Gujranwala
SUKK,51.0416,-124.6912,Sukkur
FAIS,-61.9361,-111.8273,Faisalabad
MULT,34.4686,155.8032,Multan
LAHO,52.1349,-92.2651,Lahore
KARA,-25.0225,139.3749,Karachi
PESH,-73.6348,-26.1862,Peshawar
MULT,-28.3864,50.1573,Multan
RAWA,72.57,179.2695,Rawalpindi
QUET,6.6301,-43.5191,Quetta
ISLA,88.8317,-108.2294,Islamabad
MULT,-13.1047,-145.9753,Multan
LAHO,-87.8977,-149.4795,Lahore
LAHO,32.5618,93.8394,Lahore
RAWA,78.7541,43.5485,Rawalpindi
PESH,-10.9969,106.9519,Peshawar
GUJR,44.0452,96.0719,Gujranwala
LAHO,54.8047,93.6739,Lahore
SUKK,-88.6368,7.599,Sukkur
GUJR,22.4815,19.9711,Gujranwala
KARA,81.4809,0.0506,Karachi
LAHO,47.9185,60.4903,Lahore
LAHO,-22.4307,75.0888,Lahore
GUJR,-48.3488,57.5745,Gujranwala
QUET,-40.5015,24.693,Quetta
GUJR,-0.0204,165.5036,Gujranwala
SUKK,-65.5516,-155.927,Sukkur
ISLA,-25.0898,-74.3449,Islamabad
KARA,-68.772,135.3442,Karachi
FAIS,-64.3547,-78.3334,Faisalabad
GWAD,-43.344,-86.8072,Gwadar
SUKK,-53.8595,-110.3989,Sukkur
GUJR,-77.5224,-9.4769,Gujranwala
GUJR,-13.1479,74.4552,Gujranwala
LAHO,59.5857,74.7227,Lahore
GUJR,-76.3095,105.9659,Gujranwala
RAWA,-34.778,64.5431,Rawalpindi
SIAL,-36.752,-65.6333,Sialkot
QUET,-70.3581,-91.6852,Quetta
SUKK,-26.7807,35.485,Sukkur
KARA,33.309,2.9744,Karachi
SUKK,25.7559,143.09,Sukkur
ISLA,-7.4834,-130.1767,Islamabad
ISLA,41.8947,-6.4541,Islamabad
GUJR,32.1491,69.0463,Gujranwala
ISLA,-32.279,98.0066,Islamabad
MULT,-58.0434,-135.3283,Multan
QUET,62.9628,104.1863,Quetta
GWAD,87.1173,155.5007,Gwadar
RAWA,36.5295,162.8925,Rawalpindi
PESH,3.1658,13.4189,Peshawar
PESH,60.6372,85.9202,Peshawar
QUET,-17.1404,128.385,Quetta
GUJR,-35.0803,37.0436,Gujranwala
ISLA,71.2346,-14.1873,Islamabad
SUKK,52.0679,144.0434,Sukkur
GUJR,75.7106,102.0175,Gujranwala
MULT,89.1293,-141.2517,Multan
GUJR,20.4322,-51.9704,Gujranwala
LAHO,42.7192,80.9328,Lahore
MULT,-57.232,61.5186,Multan
SIAL,-57.3712,92.5591,Sialkot
GWAD,-64.6919,-1.1913,Gwadar
SIAL,-72.9066,87.4012,Sialkot
QUET,35.745,-45.7579,Quetta
RAWA,47.8114,141.4283,Rawalpindi
ISLA,-14.0521,-10.0707,Islamabad
LAHO,-50.9345,-88.6772,Lahore
FAIS,24.2964,-133.1448,Faisalabad
ISLA,2.8365,-123.9185,Islamabad
FAIS,23.0714,-15.9492,Faisalabad
GUJR,63.9803,70.1501,Gujranwala
MULT,26.7337,-161.5255,Multan
KARA,-71.9748,-160.4567,Karachi
ISLA,-5.8319,178.862,Islamabad
SUKK,14.2861,-78.5774,Sukkur
GWAD,5.2999,116.3751,Gwadar
RAWA,-64.1327,-53.9068,Rawalpindi
FAIS,85.0751,129.5628,Faisalabad
SUKK,10.5473,36.5158,Sukkur
ISLA,-7.9172,-17.9911,Islamabad
GUJR,85.5809,9.685,Gujranwala
FAIS,-49.2226,-42.1827,Faisalabad
KARA,74.2003,25.7958,Karachi
KARA,2.7281,111.1886,Karachi
MULT,60.0421,-166.1774,Multan
RAWA,-18.2944,-133.195,Rawalpindi
QUET,43.2055,14.7807,Quetta
LAHO,-42.3306,9.5461,Lahore
FAIS,-44.1651,-84.0138,Faisalabad
LAHO,-77.7094,159.0213,Lahore
GUJR,-40.0924,101.577,Gujranwala
KARA,-5.5641,-27.0933,Karachi
LAHO,41.5963,25.1327,Lahore
MULT,21.7723,10.6869,Multan
PESH,19.512,-68.3015,Peshawar
QUET,53.0013,-122.5262,Quetta
SUKK,40.963,112.9095,Sukkur
FAIS,32.489,-151.8344,Faisalabad
GUJR,42.9084,86.0186,Gujranwala
MULT,86.7178,134.5407,Multan
SIAL,45.9764,77.6117,Sialkot
GUJR,64.8733,-95.3658,Gujranwala
QUET,-69.4255,96.1693,Quetta
KARA,-64.374,-11.5397,Karachi
RAWA,-29.2847,47.5643,Rawalpindi
GWAD,-62.0745,-83.4282,Gwadar
MULT,-75.633,-92.1887,Multan
QUET,-29.8503,73.0235,Quetta
FAIS,-42.2744,112.72,Faisalabad
KARA,-67.7749,140.6298,Karachi
KARA,53.4916,-159.7298,Karachi
PESH,43.004,94.1671,Peshawar
LAHO,-83.4568,101.7353,Lahore
KARA,-37.7785,-140.5234,Karachi
MULT,-21.7,114.7669,Multan
GWAD,52.5535,-53.129,Gwadar
FAIS,-56.255,10.2696,Faisalabad
QUET,56.69,62.7413,Quetta
GUJR,34.8744,158.186,Gujranwala
GWAD,-83.4743,-53.9217,Gwadar
ISLA,-36.3694,-168.2074,Islamabad
LAHO,-38.6242,125.9845,Lahore
GUJR,-58.54,62.5302,Gujranwala
RAWA,-86.7101,177.1939,Rawalpindi
PESH,39.9724,160.0375,Peshawar
GWAD,-46.461,21.7504,Gwadar
FAIS,-76.8956,0.2212,Faisalabad
LAHO,-58.3552,103.3299,Lahore
GUJR,-39.0443,-123.7419,Gujranwala
LAHO,60.6135,-146.0757,Lahore
LAHO,-36.5913,96.0176,Lahore
LAHO,-25.751,-136.3237,Lahore
ISLA,56.3256,-160.8351,Islamabad
FAIS,65.6365,76.6851,Faisalabad
GWAD,-45.5811,-60.3505,Gwadar
MULT,71.5509,45.1261,Multan
MULT,-52.0104,152.7367,Multan
PESH,59.7348,112.5689,Peshawar
LAHO,9.3781,6.7537,Lahore
FAIS,-43.1484,96.1495,Faisalabad
RAWA,9.944,-120.4303,Rawalpindi
ISLA,-45.7453,-11.3493,Islamabad
SIAL,62.4213,105.4133,Sialkot
PESH,-22.4618,119.9497,Peshawar
GUJR,89.2303,-14.557,Gujranwala
PESH,80.5163,17.5434,Peshawar
KARA,41.465,-140.2332,Karachi
QUET,84.8764,-179.4918,Quetta
GUJR,-49.5653,130.7948,Gujranwala
ISLA,-74.0869,70.9479,Islamabad
SUKK,26.493,115.1189,Sukkur
GUJR,-22.3381,120.8518,Gujranwala
SUKK,47.7281,-1.7511,Sukkur
MULT,-47.8545,-97.863,Multan
PESH,-75.973,168.3868,Peshawar
MULT,-17.5722,14.1916,Multan
RAWA,89.6569,-75.4112,Rawalpindi
FAIS,-22.2807,140.0783,Faisalabad
MULT,1.3575,-167.7588,Multan
QUET,45.5638,33.3741,Quetta
GUJR,-32.9551,64.3951,Gujranwala
LAHO,-51.5895,-56.1566,Lahore
SUKK,-17.4353,-138.8397,Sukkur
MULT,-11.958,136.8115,Multan
QUET,-39.4954,-154.5378,Quetta
RAWA,2.2858,92.1002,Rawalpindi
SIAL,-51.5183,-177.6933,Sialkot
ISLA,69.6219,86.6547,Islamabad
ISLA,47.5079,23.97,Islamabad
QUET,83.9214,-165.6474,Quetta
SUKK,-60.9652,12.9079,Sukkur
SIAL,-15.1708,44.4551,Sialkot
GUJR,42.3161,-29.1365,Gujranwala
RAWA,28.9826,-109.4474,Rawalpindi
SIAL,9.954,48.3583,Sialkot
ISLA,-52.3271,-170.3829,Islamabad
ISLA,-80.0099,-43.1087,Islamabad
GWAD,-36.0232,172.0935,Gwadar
GWAD,-40.3588,-95.719,Gwadar
FAIS,-23.3337,127.0166,Faisalabad
LAHO,48.1509,30.6258,Lahore
SUKK,-72.9674,40.5326,Sukkur
SUKK,-6.187,-73.7994,Sukkur
LAHO,14.5788,40.3958,Lahore
KARA,-59.5914,121.0594,Karachi
MULT,-89.4807,-52.6274,Multan
MULT,63.5438,-96.8171,Multan
ISLA,-36.0804,94.3631,Islamabad
SUKK,-20.3071,-130.4227,Sukkur
LAHO,6.0288,-153.1556,Lahore
QUET,-71.0798,65.2456,Quetta
FAIS,10.4399,177.6463,Faisalabad
FAIS,-40.4642,50.7404,Faisalabad
KARA,71.8024,-56.6499,Karachi
SUKK,-48.1077,125.4497,Sukkur
PESH,67.0694,-71.9474,Peshawar
SUKK,-69.4393,41.7254,Sukkur
GUJR,-82.392,-101.2016,Gujranwala
SIAL,-83.937,41.7359,Sialkot
GUJR,-5.0097,-167.6208,Gujranwala
QUET,-63.9718,78.6608,Quetta
SIAL,-49.5097,158.4533,Sialkot
QUET,56.0774,51.8651,Quetta
ISLA,-68.5855,-120.8523,Islamabad
ISLA,3.9163,132.6778,Islamabad
FAIS,-46.095,111.3152,Faisalabad
MULT,54.0461,69.3724,Multan
SIAL,-5.8785,-19.7193,Sialkot
FAIS,41.6061,-170.5749,Faisalabad
KARA,25.2872,-42.9821,Karachi
GUJR,17.6555,-122.8038,Gujranwala
MULT,-88.8693,-59.9745,Multan
GUJR,61.5351,127.4627,Gujranwala
SIAL,-82.7908,-117.3523,Sialkot
KARA,38.5083,45.6182,Karachi
FAIS,77.8648,39.2721,Faisalabad
SIAL,59.9088,-72.7423,Sialkot
QUET,26.435,-177.5742,Quetta
KARA,-8.0334,48.0864,Karachi
GWAD,-89.6148,110.6747,Gwadar
PESH,-2.5361,-53.5396,Peshawar
KARA,50.5553,-157.4261,Karachi
KARA,87.2097,101.9005,Karachi
QUET,-5.7926,-33.9026,Quetta
SUKK,-88.9161,117.9753,Sukkur
FAIS,-2.5742,-90.9503,Faisalabad
PESH,62.1083,179.2444,Peshawar
PESH,53.3128,107.6857,Peshawar
RAWA,79.8876,-21.749,Rawalpindi
FAIS,79.9924,-76.2375,Faisalabad
SIAL,87.4511,-158.2947,Sialkot
SIAL,22.1515,-119.7292,Sialkot
GWAD,-7.3312,-34.9811,Gwadar
LAHO,81.1732,-148.0458,Lahore
LAHO,79.6674,-102.9188,Lahore
KARA,10.1505,90.8094,Karachi
KARA,-19.4074,-118.0691,Karachi
ISLA,36.8357,-118.4986,Islamabad
ISLA,-47.7045,-82.0332,Islamabad
SIAL,45.4485,85.229,Sialkot
GWAD,-72.8727,139.2807,Gwadar
ISLA,-46.107,1.9896,Islamabad
FAIS,50.8384,-63.9297,Faisalabad
KARA,-41.1741,131.5506,Karachi
LAHO,-15.5052,101.7185,Lahore
MULT,-60.8347,-175.6876,Multan
RAWA,-88.7993,-150.0994,Rawalpindi
LAHO,-71.3864,-140.6605,Lahore
PESH,53.0926,-90.0173,Peshawar
SUKK,57.349,-54.0118,Sukkur
RAWA,-42.7901,-41.9226,Rawalpindi
FAIS,-9.8261,139.2242,Faisalabad
PESH,48.5751,-149.2188,Peshawar
SIAL,-12.4974,153.5017,Sialkot
SUKK,59.8697,172.3705,Sukkur
LAHO,-64.6983,-159.1292,Lahore
FAIS,-65.4556,-169.1348,Faisalabad
ISLA,72.722,-167.4491,Islamabad
FAIS,61.9858,-50.0737,Faisalabad
SIAL,-70.968,-28.7474,Sialkot
GWAD,-87.9141,130.6909,Gwadar
ISLA,-61.3448,105.2155,Islamabad
KARA,-14.2054,-49.5377,Karachi
ISLA,-2.5773,-3.4769,Islamabad
KARA,-25.1976,-155.6087,Karachi
SUKK,17.8473,101.3205,Sukkur
ISLA,-62.397,174.7192,Islamabad
GUJR,-28.4635,-101.1706,Gujranwala
PESH,10.0523,-179.4754,Peshawar
GWAD,54.8881,41.3224,Gwadar
PESH,42.6726,39.112,Peshawar
ISLA,-86.3275,3.8564,Islamabad
SIAL,-54.8419,-37.6217,Sialkot
RAWA,-15.2694,149.6022,Rawalpindi
SUKK,24.3602,-2.895,Sukkur
KARA,-77.3011,139.8167,Karachi
KARA,11.0106,138.7301,Karachi
KARA,5.5575,114.5997,Karachi
FAIS,5.904,160.1573,Faisalabad
GUJR,86.3467,156.8311,Gujranwala
FAIS,64.2523,115.6116,Faisalabad
ISLA,-46.0207,175.2711,Islamabad
SUKK,-31.1083,31.6509,Sukkur
GWAD,-21.6617,-57.1123,Gwadar
SIAL,31.3675,11.1227,Sialkot
GWAD,52.0075,69.2237,Gwadar
MULT,-28.1883,-173.2465,Multan
PESH,89.6507,-141.6101,Peshawar
GUJR,59.3415,38.7753,Gujranwala
ISLA,-30.9852,-161.325,Islamabad
SUKK,12.9169,94.3776,Sukkur
ISLA,-26.4229,-13.9087,Islamabad
MULT,-51.0092,-174.1383,Multan
GWAD,-87.0355,70.4816,Gwadar
SIAL,88.1145,76.6671,Sialkot
MULT,-13.6007,-176.7813,Multan
MULT,67.4481,-168.8919,Multan
LAHO,-47.9218,2.8238,Lahore
FAIS,36.4471,-109.5361,Faisalabad
SUKK,62.3873,-10.4737,Sukkur
SIAL,10.1858,35.24,Sialkot
MULT,76.2332,-176.5567,Multan
FAIS,57.8443,-108.1058,Faisalabad
SUKK,-38.8968,8.2736,Sukkur
SIAL,-77.9828,100.9427,Sialkot
GUJR,-73.3481,-54.0852,Gujranwala
QUET,84.6249,100.3242,Quetta
MULT,15.5154,135.381,Multan
GWAD,41.6111,118.3648,Gwadar
SUKK,19.7614,116.0067,Sukkur
GWAD,65.9406,156.9332,Gwadar
FAIS,4.3692,0.0708,Faisalabad
QUET,60.4972,-42.9789,Quetta
SIAL,28.5691,29.0647,Sialkot
SUKK,38.4287,5.7283,Sukkur
ISLA,26.5355,49.8901,Islamabad
SUKK,50.0332,-114.5756,Sukkur
KARA,-25.3817,-27.809,Karachi
MULT,74.1931,61.3008,Multan
PESH,42.4368,-88.812,Peshawar
GUJR,-16.4747,4.951,Gujranwala
PESH,26.4529,-143.8371,Peshawar
GWAD,-54.0384,-0.6973,Gwadar
PESH,-39.8185,37.3911,Peshawar
QUET,79.9857,131.2527,Quetta
KARA,-88.528,164.8408,Karachi
